player,player_id,team,team_id,data_country,data_season,minutesPlayed,appearances,matchesStarted,rating,goals,assists,goalsAssistsSum,expectedGoals,expectedAssists,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards
Carlos Soler,832427,Valencia,2828,spain,2021,2737,32,31,7.29,11,8,19,,,83,39,30.95,333,99,58.93,692,575,1228,85.81,19,59.38,13,1,0,1,,10,3,10,5,40,32,0,0,13,33,99,0,0,26,0,29.73,,41,30,11,9,2,,102,54.26,0,0,0,203,23,45,1,0,,0,0,9,0,77.78,0,7,0,0,367,11,0,0,10,0,0,0,0,0,0,248.82,0.0,8,17,20,10,17,25,64.1,0,41,24,58.54,45,164,39,126,121,55.0,168,936,621,1431,233.3,37,6,1927,37,7,0
Casemiro,122951,Real Madrid,2829,spain,2021,2903,34,32,7.27,6,4,10,,,121,5,21.74,297,150,64.94,735,890,1620,83.85,101,55.8,80,0,0,0,,4,5,10,15,54,34,0,0,28,40,208,0,0,55,0,13.04,,20,18,2,6,0,,148,53.62,4,0,2,312,70,25,0,4,,0,0,0,0,0.0,0,0,0,0,409,11,0,1,2,0,0,0,0,0,0,483.83,0.0,0,26,20,25,11,13,56.52,0,84,49,58.33,25,195,23,23,249,54.49,231,955,1000,1932,247.2,46,8,2483,55,9,1
Thomas Partey,316148,Atlético Madrid,2836,spain,2021,199,3,2,7.27,0,0,0,,,18,1,33.33,48,20,74.07,128,69,196,89.09,2,50.0,2,0,0,0,,0,0,3,2,1,3,0,0,1,3,12,0,0,5,0,0.0,,1,1,0,0,0,,15,60.0,0,0,0,24,2,0,0,0,,0,0,0,0,0.0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,5,2,0,7,87.5,0,7,4,57.14,0,25,8,3,17,58.62,27,152,71,220,21.8,5,1,255,1,1,0
Lucas Vázquez,255239,Real Madrid,2829,spain,2021,1850,24,21,7.25,2,5,7,,,77,25,26.04,358,65,67.01,640,457,1072,87.65,10,52.63,9,0,0,0,,5,2,5,6,23,24,0,0,21,30,101,0,1,30,0,9.52,,16,14,2,2,0,,124,57.41,1,0,0,151,19,44,0,3,,0,0,0,1,0.0,0,0,0,0,315,9,0,0,1,0,0,0,0,0,0,925.0,0.0,0,9,12,8,8,32,71.11,0,61,37,60.66,44,114,45,96,134,57.02,97,808,511,1223,174.1,21,5,1775,31,3,0
Luis Suárez,16943,Atlético Madrid,2836,spain,2021,2519,32,30,7.25,21,3,24,,,32,4,50.0,183,20,66.67,299,118,413,71.83,26,49.06,27,0,0,0,,5,11,17,4,13,32,0,0,27,9,99,0,0,21,1,20.19,,21,19,2,20,1,,64,47.06,3,0,5,162,5,27,5,33,,0,0,3,0,100.0,0,3,0,2,282,13,0,0,13,0,0,0,0,0,0,119.95,14.29,7,81,23,44,43,13,39.39,0,11,7,63.64,27,60,33,8,90,47.62,30,434,149,575,231.9,104,8,932,40,6,0
Sergio Ramos,10710,Real Madrid,2829,spain,2021,1276,15,15,7.25,2,0,2,,,88,1,50.0,129,114,79.17,410,605,1014,91.93,30,63.83,17,0,0,0,,1,4,3,6,39,15,0,0,0,4,36,0,1,17,0,11.76,,13,12,1,2,0,,25,56.82,0,0,0,89,19,4,0,2,,0,0,2,1,100.0,0,2,0,1,99,1,0,0,2,0,0,0,0,0,0,638.0,0.0,3,14,3,8,6,5,71.43,0,15,12,80.0,4,112,7,2,55,60.44,144,461,644,1103,108.7,17,5,1244,5,3,0
Antoine Griezmann,85859,Barcelona,2817,spain,2021,2620,36,32,7.24,13,7,20,,,36,10,45.45,541,38,77.55,876,282,1148,87.3,19,52.78,17,0,0,1,,9,13,9,5,11,36,0,0,23,28,90,0,0,13,0,18.31,,31,25,6,11,2,,96,56.8,0,0,2,167,12,42,12,13,,0,0,2,0,50.0,0,1,0,2,255,24,0,0,1,0,0,0,0,0,0,201.54,0.0,0,58,13,28,34,26,70.27,0,37,22,59.46,42,55,37,22,115,56.1,49,1017,320,1315,260.7,71,5,1675,34,4,0
Sergio Canales,41560,Real Betis,2816,spain,2021,2506,31,28,7.22,8,6,14,,,106,37,35.92,501,125,69.83,924,559,1446,87.37,8,25.0,24,0,0,1,,13,4,17,7,5,31,0,0,26,18,93,0,0,15,0,17.02,,30,27,3,7,1,,69,50.0,1,0,1,209,13,59,5,2,,0,0,3,0,66.67,0,2,0,0,363,14,0,0,2,0,0,0,0,0,0,313.25,0.0,5,20,27,17,13,32,74.42,0,16,9,56.25,59,169,43,103,77,45.29,179,1156,602,1655,223.7,47,4,2060,21,4,0
José Campaña,96373,Levante UD,2849,spain,2021,747,9,8,7.21,1,2,3,,,19,12,26.67,128,21,67.74,241,153,382,82.51,4,33.33,8,0,0,0,,5,1,3,0,4,9,0,0,13,9,53,0,0,7,0,7.69,,13,12,1,1,0,,50,52.63,0,0,0,81,13,14,0,1,,0,0,1,0,100.0,0,1,0,0,169,4,0,0,1,0,0,0,0,0,0,747.0,0.0,1,6,7,5,5,23,57.5,0,14,6,42.86,14,36,40,45,54,50.47,31,336,172,463,64.9,13,1,673,13,1,0
Mikel Oyarzabal,823622,Real Sociedad,2824,spain,2021,2431,33,30,7.21,11,8,19,,,24,42,27.81,257,24,55.81,449,216,623,76.72,20,30.77,45,1,0,0,,10,6,16,1,14,33,0,0,42,21,156,0,0,24,0,17.74,,24,23,1,10,1,,91,45.05,1,0,2,189,15,52,9,17,,0,1,7,0,85.71,0,6,0,1,425,33,0,0,1,0,0,0,0,0,0,221.0,0.0,5,41,21,19,27,23,46.0,0,30,17,56.67,51,49,50,151,111,41.57,43,718,245,812,237.9,62,4,1378,40,1,0
Marcos Llorente,353138,Atlético Madrid,2836,spain,2021,2960,37,33,7.21,12,11,23,,,37,15,24.59,368,49,61.25,669,398,1052,84.63,22,40.74,32,0,0,0,,10,1,8,12,23,37,0,0,51,36,198,0,0,58,0,24.49,,24,22,2,10,2,,145,46.62,1,0,3,191,29,45,5,6,,0,1,0,1,0.0,0,0,0,0,389,19,0,0,6,0,0,0,0,0,0,246.67,0.0,0,28,21,19,22,39,59.09,0,71,42,59.15,44,60,66,61,167,45.75,80,859,445,1243,266.7,49,3,1857,38,6,0
Diego Llorente,305278,Real Sociedad,2824,spain,2021,90,1,1,7.2,0,0,0,,,2,0,0.0,3,3,30.0,7,41,48,82.76,3,100.0,0,0,0,0,,0,0,0,0,4,1,0,0,0,1,3,0,0,2,0,0.0,,1,1,0,0,0,,1,25.0,0,0,0,10,2,0,0,0,,0,0,0,0,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,5,0,0,4,57.14,10,12,46,58,7.2,0,0,68,0,0,0
Víctor Chust,855831,Real Madrid,2829,spain,2021,94,2,1,7.2,0,0,0,,,1,0,0.0,6,4,57.14,18,49,67,89.33,3,60.0,2,0,0,0,,0,0,0,1,5,1,0,0,0,2,6,0,0,1,0,0.0,,0,0,0,0,0,,1,20.0,0,0,0,8,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,5,1,0,4,40.0,7,23,52,75,7.2,0,0,90,0,0,0
Jordi Alba,35199,Barcelona,2817,spain,2021,3030,35,34,7.19,3,5,8,,,79,24,20.17,842,62,48.82,1503,752,2231,86.88,4,33.33,8,0,0,0,,13,1,2,10,32,35,0,0,14,28,81,0,0,20,0,11.11,,34,28,6,3,0,,77,51.33,0,0,1,337,49,53,2,10,,1,0,0,0,0.0,0,0,0,0,518,12,0,0,1,0,0,0,0,0,0,1010.0,0.0,1,14,13,15,10,17,53.13,0,45,30,66.67,53,144,32,119,81,50.0,127,1857,830,2568,251.7,27,3,3272,15,9,0
Jan Oblak,69768,Atlético Madrid,2836,spain,2021,3420,38,38,7.17,0,0,0,,,85,0,0.0,22,241,40.37,132,382,514,58.94,8,88.89,1,0,0,0,,0,0,0,18,19,38,0,0,0,0,1,0,2,0,0,0.0,,25,23,2,0,0,,4,100.0,0,13,0,358,0,0,0,0,,1,0,0,0,0.0,4,0,2,0,363,0,13,0,0,7,65,35,103,4,32,0.0,0.0,0,0,0,0,0,1,100.0,7,0,0,0.0,0,152,1,0,12,92.31,597,423,449,872,272.3,0,4,1158,5,0,0
Frenkie de Jong,795222,Barcelona,2817,spain,2021,3159,37,35,7.16,3,4,7,,,57,1,14.29,735,77,73.33,1581,982,2562,91.93,40,56.34,31,0,0,0,,9,6,4,11,26,37,0,0,25,20,107,0,2,25,0,17.65,,35,29,6,3,0,,145,65.61,0,0,2,225,38,49,0,4,,0,0,0,1,0.0,0,0,0,0,319,20,0,0,3,0,0,0,0,0,0,1053.0,0.0,0,13,4,7,6,58,86.57,0,44,27,61.36,49,94,67,7,185,63.36,105,1746,1048,2787,265.1,17,2,3194,44,5,0
Javi Galán,825133,Huesca,24265,spain,2021,3068,37,34,7.14,1,2,3,,,59,48,30.77,244,68,41.21,548,552,1052,80.24,15,33.33,30,0,0,0,,6,0,3,7,50,37,0,0,39,26,181,0,0,61,0,11.11,,47,40,7,1,0,,306,66.96,0,0,0,259,39,43,1,5,,0,1,0,0,0.0,0,0,0,0,554,10,0,0,0,0,0,0,0,0,0,3068.0,0.0,0,2,7,5,1,121,80.13,0,88,54,61.36,42,130,151,156,321,63.94,165,798,669,1311,264.0,9,2,2475,97,5,0
David Silva,11781,Real Sociedad,2824,spain,2021,1408,21,17,7.13,2,5,7,,,44,8,44.44,300,39,81.25,505,212,709,85.01,11,28.95,27,0,0,0,,6,3,5,3,7,21,0,0,16,13,94,0,2,24,0,10.0,,6,6,0,2,0,,71,51.45,1,0,0,125,13,28,1,1,,0,0,0,1,0.0,0,0,0,0,201,16,0,0,0,0,0,0,0,0,0,704.0,0.0,2,16,4,12,3,31,65.96,0,19,12,63.16,28,71,47,18,82,46.59,48,614,238,834,149.8,20,3,1081,21,4,0
Jasper Cillessen,123865,Valencia,2828,spain,2021,900,10,10,7.13,0,0,0,,,23,0,0.0,17,76,37.62,54,98,152,54.68,1,100.0,0,0,0,0,,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0.0,,11,9,2,0,0,,1,100.0,0,3,0,126,0,0,0,0,,0,0,0,0,0.0,2,0,1,0,129,0,3,0,0,4,24,10,34,1,7,0.0,0.0,0,0,0,0,0,0,0.0,4,0,0,0.0,0,44,0,0,2,100.0,202,157,121,278,71.3,0,1,368,2,0,0
Mikel Merino,592010,Real Sociedad,2824,spain,2021,2156,26,25,7.13,2,4,6,,,47,3,14.29,326,55,49.55,576,330,903,76.66,82,53.59,71,0,0,0,,5,4,10,8,25,26,0,0,26,27,211,0,0,79,0,6.06,,22,21,1,2,0,,144,50.7,0,0,1,275,32,30,2,3,,0,1,0,0,0.0,0,0,0,0,394,20,0,0,0,0,0,0,0,0,0,1078.0,0.0,0,25,8,13,10,31,67.39,0,61,36,59.02,29,100,46,21,226,51.72,111,815,384,1178,185.3,33,3,1640,54,5,0
Suso,96370,Sevilla,2833,spain,2021,2231,34,28,7.12,3,4,7,,,81,28,27.72,454,71,66.36,745,222,939,85.99,5,45.45,6,0,0,0,,5,1,12,0,6,34,0,0,38,31,110,0,0,25,0,6.25,,20,18,2,1,2,,114,52.29,0,0,1,153,8,46,3,6,,0,2,0,0,0.0,0,0,0,0,335,16,0,0,0,0,0,0,0,0,0,743.67,0.0,2,13,35,19,17,58,84.06,0,20,10,50.0,44,126,69,101,119,51.97,107,951,242,1092,242.2,48,1,1535,37,2,0
Jesús Navas,11869,Sevilla,2833,spain,2021,2833,34,34,7.12,0,6,6,,,83,55,32.16,439,105,49.07,793,610,1348,82.1,22,64.71,12,0,0,0,,10,2,4,9,55,34,0,0,12,7,47,1,0,10,0,0.0,,31,28,3,0,0,,67,65.69,0,0,0,294,37,64,0,2,,0,0,0,0,0.0,0,0,0,0,486,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11,4,9,2,23,76.67,0,27,21,77.78,64,173,30,171,89,65.44,214,1084,729,1642,242.1,15,2,2388,19,4,0
Joselu,69418,Deportivo Alavés,2885,spain,2021,3032,37,34,7.12,11,3,14,,,22,5,19.23,220,34,45.33,414,185,594,58.64,257,70.22,109,0,0,2,,5,13,22,5,56,37,0,0,36,20,228,0,1,43,2,11.83,,50,44,6,8,3,,121,50.42,3,0,2,419,15,30,2,14,,0,0,4,0,50.0,0,2,0,1,605,20,0,0,6,0,0,0,0,0,0,275.64,50.0,4,70,23,38,33,28,50.91,0,27,14,51.85,30,53,55,26,378,62.38,75,789,250,1013,263.3,93,2,1603,74,1,0
Kike García,84972,Eibar,2839,spain,2021,3101,37,36,7.11,12,2,14,,,19,6,12.77,281,20,57.14,435,137,566,68.11,187,47.7,205,0,0,0,,3,8,12,3,28,37,0,0,64,16,355,0,0,68,0,13.79,,49,45,4,10,2,,150,50.0,2,0,3,265,7,27,2,15,,0,0,0,0,0.0,0,0,0,0,538,52,0,1,8,0,0,0,0,0,0,258.42,0.0,1,70,17,41,34,36,66.67,0,24,18,75.0,27,36,54,47,337,48.7,35,712,166,831,263.2,87,2,1519,92,2,1
Sergio Barcia,1084706,Granada,33779,spain,2021,90,1,1,7.1,0,0,0,,,0,0,0.0,2,1,16.67,4,7,11,47.83,2,100.0,0,0,0,0,,0,0,0,0,8,1,0,0,0,0,2,0,0,2,0,0.0,,2,2,0,0,0,,2,50.0,0,0,0,12,3,0,0,0,,0,0,0,0,0.0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,1,100.0,0,2,0,1,4,66.67,6,10,14,23,7.1,0,0,49,1,1,0
Jonathan Carmona,1022223,Elche,2846,spain,2021,74,1,1,7.1,0,0,0,,,0,0,0.0,2,2,100.0,4,10,14,87.5,0,0.0,1,0,0,0,,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0.0,,1,0,1,0,0,,8,80.0,0,0,0,2,1,0,0,0,,0,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,4,100.0,0,2,1,50.0,0,0,4,0,8,72.73,2,5,11,16,7.1,1,0,30,2,0,0
Daniel Carvajal,138572,Real Madrid,2829,spain,2021,952,13,11,7.08,0,2,2,,,37,7,22.58,133,38,64.41,264,309,566,84.73,14,66.67,7,0,0,0,,2,1,5,2,18,13,0,0,3,9,42,0,0,17,0,0.0,,6,5,1,0,0,,45,56.25,0,0,1,102,13,9,0,0,,0,0,0,1,0.0,0,0,0,0,165,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,7,2,2,8,57.14,0,27,20,74.07,9,59,14,31,59,58.42,59,358,341,668,92.1,9,1,978,10,5,0
Jules Koundé,827212,Sevilla,2833,spain,2021,2976,34,33,7.08,2,1,3,,,64,2,9.52,270,97,52.15,775,1351,2124,90.11,102,60.36,67,0,0,0,,2,1,3,15,100,34,0,0,10,14,118,0,0,20,0,9.52,,28,25,3,2,0,,80,61.07,1,0,0,233,40,10,0,3,,0,0,0,2,0.0,0,0,0,0,313,5,0,0,1,0,0,0,0,0,0,1488.0,0.0,0,20,1,12,6,30,75.0,0,27,15,55.56,10,126,40,21,182,60.67,186,925,1453,2357,240.8,21,3,2771,23,4,0
Raphaël Varane,138310,Real Madrid,2829,spain,2021,2716,31,31,7.06,2,0,2,,,61,0,0.0,131,113,60.11,509,1073,1582,89.58,73,76.04,23,0,0,0,,1,0,4,12,110,31,0,0,6,9,52,0,2,16,0,11.76,,23,21,2,2,0,,37,56.06,1,0,1,184,36,4,1,0,,1,0,0,0,0.0,0,0,0,0,210,1,0,0,0,0,0,0,0,0,0,1358.0,0.0,0,16,1,9,4,5,100.0,0,22,14,63.64,4,113,5,2,110,67.9,188,617,1151,1766,218.9,17,1,2060,10,2,0
Yannick Carrasco,182001,Atlético Madrid,2836,spain,2021,2186,30,25,7.06,6,10,16,,,12,18,16.22,297,20,43.48,490,211,683,80.73,2,18.18,9,0,0,0,,7,3,7,4,10,30,0,0,51,19,162,0,1,31,0,13.95,,13,12,1,5,1,,126,45.16,1,0,0,163,17,48,0,4,,0,1,0,1,0.0,0,0,0,0,445,18,0,0,5,0,0,0,0,0,0,364.33,0.0,1,29,14,12,24,66,55.0,0,27,15,55.56,47,40,120,111,128,44.14,46,719,238,846,211.8,43,2,1489,33,6,0
Sergio Busquets,39433,Barcelona,2817,spain,2021,2527,36,32,7.06,0,5,5,,,117,0,0.0,696,107,70.39,1574,876,2450,91.32,41,51.25,39,0,0,0,,6,1,1,5,17,36,0,0,10,49,142,0,2,45,0,0.0,,30,26,4,0,0,,130,55.79,0,0,0,233,53,30,0,0,,0,0,0,0,0.0,0,0,0,0,273,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,2,1,1,8,88.89,0,63,35,55.56,30,166,9,3,171,54.63,152,1742,944,2683,254.0,3,0,3005,60,9,0
Iñigo Vicente,605674,Athletic Club,2825,spain,2021,49,3,0,7.05,0,0,0,,,2,2,22.22,21,2,50.0,34,6,38,80.85,0,0.0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0.0,,1,0,1,0,0,,4,80.0,0,0,0,9,0,4,0,0,,0,0,0,0,0.0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,3,75.0,0,1,1,100.0,4,4,4,9,4,80.0,4,50,6,47,14.1,1,0,66,0,0,0
Thibaut Courtois,70988,Real Madrid,2829,spain,2021,3420,38,38,7.05,0,0,0,,,39,0,0.0,22,131,37.22,49,794,843,78.27,11,100.0,0,0,0,0,,0,0,0,17,22,38,0,0,0,1,2,1,1,1,0,0.0,,28,26,2,0,0,,2,50.0,0,22,0,234,1,0,0,0,,0,0,0,1,0.0,8,0,1,0,238,0,5,0,0,10,58,31,90,1,25,0.0,0.0,0,0,0,0,0,0,0.0,10,0,0,0.0,0,79,0,0,13,86.67,352,215,862,1077,267.9,0,3,1473,3,0,0
Fernando,41837,Sevilla,2833,spain,2021,2546,31,28,7.05,3,4,7,,,50,1,100.0,203,86,63.24,594,820,1413,89.71,55,57.89,40,0,0,0,,5,1,1,10,62,31,0,0,10,20,112,0,0,40,0,50.0,,27,24,3,2,1,,80,52.63,0,0,0,162,41,19,2,1,,0,0,0,0,0.0,0,0,0,0,213,10,0,0,1,0,0,0,0,0,0,848.67,0.0,0,4,2,1,4,11,57.89,0,54,28,51.85,19,77,19,1,135,54.66,136,685,891,1575,218.5,6,2,1903,16,6,0
